DIR,2191
BLQ,2190
YYQ,2188
KWL,2187
LOP,2181
BME,2179
BZV,2171
AUX,2170
OAK,2133
YQC,2132
YZG,2115
YYY,2109
CIF,2102
DAL,2102
FOC,2102
NTL,2098
HOR,2097
HBE,2091
ATQ,2090
DSK,2066
GSP,2049
YVB,2036
CAG,2034
AKV,2023
ACV,2011
SAL,2011
CJC,1996
VCE,1982
COO,1963
HER,1950
UET,1949
DTM,1929
TRV,1928
YIK,1926
PIK,1905
SXB,1888
SYY,1880
ATY,1879
FMN,1878
DIE,1876
NSI,1875
CYB,1870
MBA,1866
KGS,1854
YMT,1851
ISG,1846
EBL,1844
GUW,1835
NCL,1822
SVB,1820
ASU,1817
HKT,1799
TKK,1793
BQL,1784
CAY,1765
WIN,1762
BOD,1754
PBH,1740
TPA,1728
LIN,1727
POR,1723
TSN,1714
SOG,1710
RAO,1704
ZTB,1664
YTE,1663
LCA,1661
MMX,1660
BRC,1658
ROR,1637
HOU,1631
LPL,1628
SNU,1624
SVQ,1624
YOW,1624
LEI,1621
NQN,1616
VCS,1597
YAY,1580
MKY,1572
LIG,1571
ROK,1563
BWI,1543
REL,1526
YGJ,1526
NUE,1518
DOK,1513
YAG,1501
JTR,1497
BBI,1481
MZT,1480
YYE,1474
KHG,1470
ZLT,1468
CAW,1452
MAR,1448
ZAD,1440
UCT,1436
BND,1434
CCJ,1433
SNN,1425
KIV,1423
ZUH,1419
SPN,1418
GSO,1408
YKL,1405
BNN,1393
CTA,1378
PFO,1378
YPY,1377
ASB,1372
LRE,1357
JHG,1356
CUZ,1355
POL,1345
JER,1344
KIT,1341
PHE,1321
NKC,1320
YHD,1315
LWO,1313
AAL,1279
NWI,1278
NQY,1268
SVD,1256
LPQ,1249
NOU,1243
PEI,1239
BIA,1235
ONG,1231
DRV,1214
KRK,1214
YWB,1213
FNC,1211
GRO,1204
MZV,1200
SGF,1193
RPR,1185
CCC,1181
KGD,1174
KIN,1166
YCS,1164
KER,1161
VLC,1157
YEK,1152
DOM,1151
SKZ,1149
YTZ,1143
YQQ,1129
BHD,1127
MYJ,1125
LWS,1112
CPT,1103
YUD,1079
ERM,1077
LJG,1077
OKC,1059
GTF,1057
KTW,1045
MSY,1042
TGU,1038
FLW,1036
VBY,1031
VDC,1026
MLI,1026
ISP,1018
JAX,1007
CUL,990
UVF,989
VFA,980
DBV,974
ECN,971
STX,949
MFM,945
DNK,938
PBI,933
NDB,932
WNZ,925
CGH,925
KOA,922
NAP,922
YLW,919
BRN,915
KGA,911
LRH,904
UGC,892
DWC,891
ALC,891
OMS,887
ELD,886
WRO,877
NBS,873
ZAH,871
BHQ,864
VPE,858
NYA,855
PAT,852
LBA,850
LYG,845
BGW,845
NKG,844
MBJ,841
GBE,835
CKY,826
DIG,817
HMA,817
NJC,809
KMJ,806
SZG,799
PHF,787
PIS,781
OHE,777
BUR,775
TRN,774
AHB,773
SAP,761
TLC,749
NNM,738
KHN,738
EFL,725
ABJ,725
VRA,718
KAN,718
IPN,714
JKL,705
SJC,700
BOI,695
RTM,690
UUD,684
TET,679
TYS,678
KUF,675
ZTH,674
LJU,668
ROS,666
PKU,661
SDL,652
EGC,650
BAH,649
SPU,649
MFE,643
EYK,642
YAM,636
VOG,628
CRK,625
LXS,625
MGF,620
PUS,617
FEZ,615
THE,612
PKZ,606
DJE,590
BLA,583
ODS,576
JUB,570
MRV,567
LKO,565
SOW,554
TAI,550
IBZ,537
CHA,536
KSU,536
WJR,532
GEV,521
GEO,520
NTN,518
HEA,511
HMI,500
YSM,493
YSB,492
DAT,484
ZBR,481
KZN,474
TRW,469
DCM,463
RAK,462
LBD,459
LIT,456
EYW,453
YQM,447
MLN,441
EMA,441
PPS,440
OOL,438
AUS,433
EBA,433
FSD,430
YKU,429
PZH,425
SDD,423
XUZ,419
LUK,418
TSF,411
PJA,408
LRS,406
ISU,404
MJZ,401
UFA,399
IPC,399
MID,399
RDU,394
TNA,392
KOJ,388
MIM,384
HUN,384
CDV,383
HAK,381
INU,381
NGB,378
ASF,376
WIC,374
IND,372
TZX,372
MZG,359
ZNZ,359
YQG,356
TIM,352
TAB,352
LRM,345
PIA,344
VSA,335
JBQ,328
TOF,322
COQ,315
PMW,306
ACE,306
BMI,304
MIG,303
CGQ,300
HTY,297
TXN,297
RNS,289
OXB,278
CIH,277
AGA,277
LRR,276
KSJ,273
ICT,270
KIH,270
HAQ,263
TFS,257
INV,257
TOB,255
PIT,253
SKB,249
GOI,247
NGQ,246
LLW,237
AAR,236
RSW,234
SGC,234
FRS,230
AMD,230
KZO,228
SKP,228
JHB,224
FMM,222
BFS,221
FLR,220
IGU,213
ORB,211
OLB,207
YHU,203
LYI,202
RIC,198
BOJ,195
PNQ,192
SRP,190
SWA,187
GSE,187
TUL,186
FPO,186
PNL,185
NKM,177
ACA,177
CJB,175
LBB,172
SDR,166
DIB,161
LVI,161
NAG,158
SJJ,156
GLT,150
HAJ,150
KLO,149
YTH,149
DSN,145
MKL,143
EGO,142
CTG,141
YNT,138
HFE,133
SCQ,131
KUT,129
MVD,127
GLK,123
JMU,122
GOJ,121
RBA,113
PSG,111
SSH,109
BJL,106
VAR,105
ASM,103
HAU,103
HOG,99
YGR,99
FUJ,98
SNA,97
KCZ,92
JJN,90
BHM,87
PVR,86
JOG,84
TKU,84
MPL,83
BTS,82
MXZ,78
EBJ,78
PVK,75
FDH,74
UIB,66
CLY,65
LAE,62
HGU,60
HRK,59
CYO,59
GEA,57
IPL,53
LEJ,51
YCL,51
ZHA,48
NUS,48
FKB,48
BDJ,48
BDL,48
YNC,47
VTZ,45
JSH,45
WMI,42
YYU,42
SBN,41
UME,41
KVX,37
TOY,37
HSN,36
LDB,36
YIW,34
MAG,34
WUX,32
UKK,32
CCV,32
SDK,32
TRS,32
POZ,31
GYN,30
CMH,29
NEV,28
KLG,28
UKB,27
TGO,26
APW,26
AOI,24
GAJ,24
RGI,24
MHH,24
FUE,24
YBG,24
RAB,23
MLL,22
VII,22
AVL,22
KMQ,22
URJ,21
AOJ,21
USH,18
OWB,17
YTL,17
BDA,17
CFE,17
ULB,16
MSA,16
KBV,16
SJP,16
YCB,16
PUQ,15
KMI,15
VRN,15
ENY,14
XBE,14
VXO,14
MOL,14
MQL,13
NYM,13
TBG,13
CIT,13
OVS,12
MAS,12
MUR,12
SDJ,12
RNO,11
GOA,11
HDG,10
CKS,10
UYN,10
MGQ,10
MEH,10
BTI,10
FNJ,10
XMH,10
MPN,10
EGM,9
PNP,9
NSK,9
ZFN,9
GNV,9
OMA,9
BHI,9
JKH,9
MJF,9
LGG,9
JTC,8
NBE,8
BHY,8
ZRJ,8
MUA,8
KOE,8
NBX,8
LTX,8
KOC,8
VER,8
INN,8
PUY,8
LAU,8
GOU,8
CFB,7
GZO,7
JEG,7
AJU,7
BOB,7
MST,7
WWK,7
WAA,6
CKB,6
YPJ,6
DUT,6
IMF,6
VVC,6
LMM,6
PRN,6
PSR,6
KLX,6
MIR,6
HSL,5
BKG,5
IPA,5
BVG,5
IMP,5
MJT,5
GWT,5
KTS,4
BWT,4
KVD,4
ERS,4
NRL,4
YMN,4
USK,4
NUX,4
SRZ,4
ENE,4
BFI,4
PIE,4
SBW,4
LLI,4
HAD,4
IAM,4
YGL,4
YDF,4
HIA,3
RSH,3
NNY,3
HOT,3
SVJ,3
LKN,3
NDY,3
YLH,3
YGT,3
UNG,3
SKN,3
DVO,3
BQS,3
BYC,3
PFB,3
SLP,3
LAP,3
SSJ,3
ELG,3
TMR,3
YIO,3
MQH,2
,2
SCM,2
KPN,2
OBU,2
ESD,2
MYU,2
IRG,2
VCA,2
MTV,2
AHE,2
PPW,2
IRA,2
KGF,2
BDO,2
BTT,2
VLN,2
ZAL,2
PNZ,2
GEL,2
AFA,2
PMR,2
LIF,2
RUR,2
LMP,2
VOL,2
AVN,2
XRY,2
RJK,2
EDL,2
TLE,2
BJF,2
FMO,2
TOE,2
INZ,2
TNW,1
PKA,1
POJ,1
GNM,1
GRP,1
IRC,1
ABL,1
EGX,1
HUS,1
KWK,1
FRD,1
CDR,1
TMU,1
FLS,1
CUQ,1
AUU,1
LNB,1
NYK,1
OMD,1
ZBF,1
YXN,1
YVZ,1
YAC,1
MIS,1
BUA,1
RBV,1
JIK,1
MAF,1
HEH,1
PBD,1
HJR,1
IDR,1
RFP,1
HUH,1
MKP,1
KKR,1
TUB,1
SCU,1
MAH,1
OSI,1
AHU,1
IRP,1
KTT,1
IWK,0
BPL,0
JIC,0
TQL,0
KOO,0
BNB,0
YIE,0
ZQZ,0
ERL,0
DCN,0
RCM,0
OKL,0
MNA,0
KAZ,0
BUW,0
AVA,0
LDS,0
ZYI,0
DQA,0
AOG,0
JUH,0
,0
KAA,0
QUO,0
OUZ,0
MHC,0
OAL,0
TGI,0
OGD,0
NLT,0
CIY,0
GXH,0
DCY,0
KFS,0
BGG,0
YIC,0
BQB,0
KZR,0
GNY,0
IGD,0
ULK,0
BFJ,0
XSB,0
HRI,0
ODO,0
VUS,0
KGT,0
RHD,0
GKK,0
YTY,0
LLF,0
LUZ,0
,0
,0
JIQ,0
GBB,0
LLK,0
RGK,0
RLK,0
UMD,0
JXA,0
ULH,0
KEW,0
HHH,0
GZP,0
IRZ,0
OLC,0
ERN,0
SXO,0
BYO,0
OIA,0
HMB,0
,0
YZZ,0
ZKG,0
VIN,0
OBY,0
NME,0
IZA,0
AEB,0
ZHY,0
,0
UKA,0
PUE,0
YUS,0
UKS,0
TCZ,0
ONQ,0
MYQ,0
ECP,0
MMU,0
NDU,0
NNB,0
CHY,0
RNA,0
LAM,0
PVU,0
RVT,0
TJU,0
ULO,0
YES,0
PGU,0
LNJ,0
HJJ,0
HZH,0
ACX,0
BSD,0
LCX,0
FUG,0
NJF,0
ULG,0
ILD,0
FUO,0
RVV,0
,0
MRE,0
BAZ,0
CIZ,0
AAX,0
RVD,0
GPB,0
ROO,0
DOU,0
BRA,0
PIN,0
OPS,0
VGZ,0
RVE,0
RBQ,0
UYU,0
YFJ,0
YOP,0
YGV,0
,0
AIN,0
NIB,0
KKH,0
KYU,0
KLW,0
NLG,0
KFP,0
AUK,0
IKO,0
AKB,0
TNC,0
SMK,0
WMO,0
TLA,0
WLK,0
ORV,0
IAN,0
BKC,0
KLN,0
AKK,0
HYG,0
MTM,0
HNH,0
MCE,0
VIS,0
WBQ,0
CIK,0
KWT,0
EEK,0
NUI,0
SHX,0
MMH,0
VEL,0
CNY,0
ALS,0
OLF,0
GDV,0
MCK,0
SDY,0
DIK,0
SHD,0
JHW,0
PGD,0
MBL,0
GUC,0
TVF,0
ULV,0
ASE,0
STS,0
UST,0
IAO,0
QRW,0
NBC,0
TEN,0
CYF,0
PGV,0
LWB,0
BRD,0
WUA,0
NYT,0
AAT,0
DRK,0
JNG,0
IAR,0
GDZ,0
RMT,0
UKX,0
EAT,0
PDT,0
RIW,0
MTJ,0
IMT,0
MWA,0
CPX,0
ESC,0
OAG,0
GFN,0
HDM,0
VQS,0
TEQ,0
MSR,0
CKZ,0
AOE,0
MPA,0
WVB,0
PDP,0
SKT,0
UAS,0
CHG,0
WLH,0
LKH,0
EGN,0
TOG,0
KVC,0
DHM,0
RGS,0
LEN,0
DRG,0
MQM,0
TCG,0
PFQ,0
IIL,0
GBT,0
WUZ,0
SDP,0
GOP,0
ACR,0
HGR,0
GVR,0
KVK,0
CYZ,0
FON,0
QOW,0
ARC,0
YTQ,0
WTK,0
SVA,0
SHH,0
RBY,0
KVL,0
KAL,0
HPB,0
GAM,0
ATK,0
ANV,0
AKP,0
QSF,0
NVI,0
TBW,0
PVC,0
PZI,0
DDG,0
JGN,0
YCU,0
SHP,0
AQG,0
ORH,0
YNJ,0
NDG,0
JNZ,0
HEK,0
YIN,0
KRY,0
KRL,0
KCA,0
AKU,0
WXN,0
LZY,0
NAO,0
LZO,0
GYS,0
DAX,0
BPX,0
YNZ,0
WUS,0
WEF,0
HYN,0
JUZ,0
JIU,0
JDZ,0
KOW,0
ZAT,0
SYM,0
LUM,0
MXV,0
HVD,0
LTI,0
IQN,0
GOQ,0
YIH,0
XFN,0
ENH,0
LZH,0
DYG,0
CGD,0
XIL,0
HLH,0
BAV,0
WYA,0
XTG,0
RMA,0
PQQ,0
EDR,0
PLO,0
PKE,0
GOV,0
CCK,0
PBO,0
PUG,0
OLP,0
ZNE,0
NRA,0
MGB,0
MYA,0
MOV,0
MRZ,0
MCV,0
MGT,0
LSY,0
LDH,0
KWM,0
KNS,0
HID,0
GFF,0
GTE,0
GET,0
EPR,0
ELC,0
DPO,0
CED,0
CNJ,0
CPD,0
BHS,0
BUC,0
HTI,0
BCI,0
ALH,0
NTX,0
TKG,0
KUD,0
BBN,0
BKM,0
MKM,0
ODN,0
LGL,0
BEJ,0
TMC,0
KAW,0
PXU,0
UIH,0
DIN,0
CXR,0
HPH,0
BMV,0
MAQ,0
KDO,0
GAN,0
KEP,0
BDP,0
BHR,0
BZL,0
DMU,0
SHL,0
KCT,0
HBX,0
SKX,0
PEZ,0
OSW,0
CSY,0
UUA,0
VKT,0
URS,0
TMJ,0
KSQ,0
NCU,0
NMA,0
FEG,0
AZN,0
KRO,0
IJK,0
KQA,0
PSC,0
GLH,0
ESL,0
OGZ,0
,0
IAA,0
NOZ,0
KYZ,0
PES,0
CSH,0
UDJ,0
IFO,0
OZH,0
DYR,0
IKS,0
CYX,0
CKH,0
PYJ,0
NAJ,0
KSN,0
DZN,0
PPK,0
KOV,0
VIJ,0
JPR,0
VIG,0
SRA,0
HUU,0
CJA,0
RIB,0
GYA,0
EYP,0
PDA,0
NQU,0
LPD,0
LQM,0
ESM,0
LOH,0
SCY,0
MII,0
MEA,0
LEC,0
JDO,0
RXS,0
MBT,0
CRM,0
CYP,0
VRC,0
TUG,0
BSO,0
WNP,0
SUG,0
JOL,0
CGM,0
CJJ,0
HIN,0
YNY,0
WJU,0
KUV,0
SYO,0
ONJ,0
FKS,0
IWJ,0
HSG,0
KUH,0
MOU,0
HNS,0
SGY,0
GST,0
ADK,0
GXF,0
KDU,0
DEA,0
DBA,0
CJL,0
BHV,0
AAN,0
OMH,0
ADU,0
SRY,0
NSH,0
AFZ,0
BJB,0
BXR,0
KHD,0
AJF,0
,0
ILP,0
BMY,0
TGJ,0
FTA,0
DLY,0
AWD,0
AUY,0
SWJ,0
VLS,0
TGH,0
MWF,0
LPM,0
SSR,0
LOD,0
EAE,0
TOH,0
SLH,0
UAH,0
UAP,0
AUQ,0
FUT,0
VBV,0
SVU,0
RTA,0
TVU,0
LBS,0
LKB,0
KDV,0
ICI,0
MOI,0
MUK,0
MGS,0
AIU,0
CRI,0
ATC,0
SYQ,0
PJM,0
,0
TTQ,0
JAL,0
PEU,0
AZS,0
SLX,0
EDO,0
ISE,0
ADF,0
AJI,0
KCM,0
KSY,0
BNX,0
CVU,0
JSY,0
RJL,0
YKM,0
WRL,0
VLD,0
VCT,0
UIN,0
SMX,0
SLN,0
SLK,0
SHR,0
SBP,0
RUT,0
RKS,0
RHI,0
PSM,0
PLN,0
PIH,0
PIB,0
OTH,0
MSL,0
MKG,0
LYH,0
LNS,0
LMT,0
LEB,0
LBF,0
LBE,0
LAR,0
IRK,0
HTS,0
GRI,0
GGW,0
FAY,0
EWB,0
EKO,0
EAU,0
DUJ,0
DDC,0
CMX,0
CLM,0
CIU,0
CGI,0
CEC,0
BRL,0
BQK,0
BKW,0
BFF,0
BFD,0
APN,0
ALW,0
ALO,0
AHN,0
ABY,0
ABR,0
RUA,0
BKZ,0
PZU,0
UYL,0
LAQ,0
SRX,0
LKG,0
ASV,0
ATZ,0
GDE,0
NDR,0
EUN,0
ESU,0
VIL,0
GMZ,0
TSH,0
OND,0
VPY,0
MSZ,0
CBT,0
,0
CIP,0
MQP,0
HMV,0
AGH,0
TYF,0
KSD,0
OSD,0
BZG,0
SOJ,0
SDN,0
RET,0
OSY,0
CFN,0
BRR,0
VLY,0
LEQ,0
WRY,0
SOY,0
EOI,0
CAL,0
HDF,0
KMS,0
ELU,0
BMW,0
CBH,0
BLJ,0
ZUM,0
ZPB,0
ZMT,0
YRA,0
YQD,0
YPW,0
YPO,0
XGR,0
,0
YLC,0
YHO,0
YNS,0
CXH,0
YGZ,0
YGX,0
YER,0
YDP,0
XKS,0
YHP,0
YOG,0
KIF,0
YNO,0
YAX,0
SUR,0
YLE,0
YRG,0
YAA,0
JNS,0
JNN,0
JSU,0
JFR,0
CNP,0
LLU,0
WBM,0
VAI,0
TIZ,0
MXH,0
MDU,0
KVG,0
HKN,0
DAU,0
CMU,0
KGE,0
VAO,0
RUS,0
RNL,0
SCZ,0
FRE,0
ATD,0
DBQ,0
OAJ,0
KGP,0
NOJ,0
RTW,0
XNA,0
ABE,0
JLN,0
AAQ,0
NVK,0
COD,0
LBL,0
HDN,0
CEZ,0
MEI,0
HVG,0
KLU,0
SCE,0
BJV,0
LYB,0
,0
DNH,0
OGL,0
AGT,0
JZH,0
CJM,0
GCC,0
FAR,0
BNK,0
BJI,0
AVP,0
CRW,0
SPR,0
HYA,0
ERI,0
GTR,0
STC,0
TWF,0
FLG,0
LAW,0
CSG,0
EGE,0
SAB,0
YPC,0
YGH,0
KDM,0
GCN,0
BDB,0
BKQ,0
MSO,0
CLV,0
BPS,0
OZC,0
LGP,0
LAO,0
DPL,0
BXU,0
USU,0
RMF,0
KZS,0
PAS,0
JNX,0
MLO,0
JTY,0
MWX,0
DHI,0
TMI,0
JST,0
BWK,0
PYY,0
TBB,0
VCL,0
CAH,0
VKG,0
VDH,0
DLI,0
LYA,0
DOY,0
ODY,0
LXG,0
TDX,0
BFV,0
ROI,0
NNT,0
BGM,0
MBS,0
FCA,0
PAH,0
TRI,0
MGM,0
PKB,0
HSV,0
CAK,0
YBP,0
CZX,0
YWH,0
RDM,0
MFR,0
IDA,0
EUG,0
RDD,0
NPE,0
KOS,0
FNT,0
CLD,0
RAP,0
HGN,0
BIS,0
XKH,0
FUN,0
SRQ,0
SGU,0
GJT,0
ARM,0
FTE,0
FKL,0
DLU,0
HVB,0
KGC,0
MHK,0
CMI,0
RST,0
ATW,0
CWA,0
LSE,0
CID,0
DEC,0
FWA,0
TOL,0
AZO,0
GPT,0
