../data/airports.txt
../data/routes.txt
1633,57799
548,57113
3324,56989
298,56568
1636,55651
2771,55184
2545,54619
665,53042
1057,52928
3261,52405
3959,51939
3678,51757
1054,51050
1177,50834
3339,50180
3486,50137
2207,49981
3076,49815
3240,49532
11051,49496
2548,48897
2176,48756
883,48755
111,48406
1353,48292
2599,48267
3308,48198
202,47891
132,47566
143,47533
3998,47251
248,47138
2688,45751
73,45281
2005,45015
1084,44926
91,44799
4374,44729
5908,44722
2170,44309
532,44171
1147,44123
3615,43942
2897,43890
2890,43635
415,43499
3720,43439
3179,42797
1909,42698
2287,42640
3380,42547
2246,42488
2443,42158
490,41988
918,41941
94,41766
1959,41513
994,41386
2881,40922
1587,40754
3272,40699
337,40606
1180,40601
2206,40573
1165,40231
2976,40175
999,39964
2875,39741
1657,39711
2954,39682
2179,39490
608,39113
666,39043
115,38796
3942,38651
529,38555
1754,38293
535,38254
3878,38248
1678,38208
3275,37775
5503,37705
345,37640
635,37540
24,37523
632,37491
907,37490
3400,37427
3980,37393
7088,37344
2370,37280
3492,37274
5485,37172
2607,37165
915,36998
4119,36872
6789,36658
1489,36537
3808,36437
3408,36430
2937,35883
280,35617
3931,35391
67,35136
2194,34414
5967,34399
1354,34375
912,34052
3992,34027
1190,33038
2537,32905
302,32882
351,32647
3903,32131
5529,32113
2923,32002
100,31784
5507,31412
4021,31300
3995,31292
155,31234
3144,30902
4105,30755
3156,30615
2191,30374
1335,30333
1807,30328
2927,30210
1762,30194
1525,30159
916,29543
3989,29456
5527,29228
4167,29186
2452,29137
1685,28937
3988,28542
1157,28001
1501,27923
6345,27902
2715,27654
3120,27468
1553,27449
1606,27288
2157,27146
2177,27030
3131,26914
2050,26890
2874,26889
891,26753
1486,26734
738,26566
3376,26531
4091,26415
1706,26385
687,26383
1038,26358
1961,26255
2933,26084
1957,25932
2624,25044
7,25032
6718,24882
2584,24811
5496,24806
2657,24553
2649,24187
2305,24166
1044,24136
3330,23967
3366,23713
1175,23687
7128,23297
3121,23115
2048,22990
3284,22915
3383,22738
3977,22631
1145,22625
5520,22572
910,22516
1208,22378
2894,22153
3260,21956
3263,21905
4325,21898
2249,21734
1122,21327
231,21207
3456,21185
153,20964
2528,20800
1094,20770
2673,20680
2773,20490
3404,20469
2759,20437
2219,20394
3378,20347
503,20293
3371,20243
2893,19866
5515,19713
1892,19707
2856,19660
897,19529
1665,19510
2254,19434
3747,19397
3520,19360
270,19303
2042,19249
2964,19171
668,19102
246,19096
6173,19065
6248,18948
3928,18913
2729,18865
3244,18836
54,18804
3854,18786
18,18786
4242,18784
3571,18784
3420,18784
3764,18782
5490,18780
1865,18777
1031,18774
1739,18708
7190,18666
2255,18480
1825,18405
3394,18280
6366,18163
4367,18123
6243,18084
2009,18008
2912,17849
2334,17768
3035,17758
2935,17733
1121,17658
585,17576
2907,17575
90,17549
353,17506
3817,17478
3515,17443
3177,17438
2251,17340
6240,17272
2769,17082
3323,16919
6333,16792
4056,16695
6322,16681
3731,16647
1273,16592
3222,16424
2960,16347
3391,16222
3196,16143
6727,16078
2989,16005
3964,16000
2699,15930
1629,15806
5491,15652
1037,15637
2902,15616
3473,15553
2612,15536
603,15490
552,15479
1774,15375
2610,15338
5481,15192
3488,14847
6954,14844
2264,14750
2378,14661
4362,14632
2616,14577
3620,14532
1230,14453
520,14448
4019,14431
984,14395
4092,14036
1460,13968
2268,13889
3690,13851
1735,13711
3390,13665
342,13629
2745,13603
1771,13554
2739,13509
2074,13397
1197,13379
168,13153
2651,13119
2313,13093
2509,13080
1187,13020
3081,12686
3282,12622
304,12556
1036,12531
6296,12526
3864,12526
3794,12525
8225,12524
7207,12524
6325,12524
6197,12524
5543,12524
5448,12524
5442,12524
1594,12524
7252,12520
5906,12520
1987,12520
37,12516
3257,12500
649,12496
7184,12448
1005,12448
7192,12440
979,12367
6262,12323
9,12303
2944,12165
3697,12106
221,12059
3337,11906
3458,11869
2384,11855
4381,11641
4085,11629
1926,11595
1797,11540
350,11527
109,11515
344,11479
4161,11421
1149,11365
6341,11350
498,11273
2895,11193
8244,11124
2121,11099
6342,11091
140,11069
799,11040
2965,11035
1472,11004
923,11004
1154,10970
245,10934
3084,10813
2496,10752
921,10721
1881,10632
2104,10607
2538,10597
2064,10527
3375,10509
2487,10491
41,10260
2275,10227
4111,10188
6039,10143
1452,10049
1418,9999
243,9876
495,9850
5506,9832
2883,9803
6505,9685
6347,9662
355,9633
3973,9621
3289,9605
1367,9569
1194,9562
172,9548
5521,9537
2877,9496
3136,9482
3385,9470
2633,9461
2945,9411
3531,9396
1869,9395
1026,9395
6040,9394
1035,9390
3115,9388
1112,9248
886,9016
136,8994
1688,8977
6289,8969
5499,8946
3633,8917
3373,8843
1399,8794
492,8788
3386,8757
629,8703
190,8627
3910,8554
3155,8542
2613,8452
2934,8415
3273,8260
1538,8203
1897,8082
4304,8052
2947,8049
3646,8041
1847,8033
3589,7914
521,7883
6137,7832
1324,7824
4130,7792
187,7787
1517,7785
2586,7783
1435,7738
4265,7721
3621,7715
3112,7576
192,7518
5721,7512
2333,7508
2638,7473
1102,7426
1512,7379
2801,7324
933,7278
2433,7271
1186,7271
5761,7060
234,7054
6337,7039
1761,6981
469,6736
1551,6713
1459,6713
3410,6698
2490,6697
144,6574
6111,6553
985,6539
488,6538
467,6497
1969,6484
7087,6420
3517,6373
1779,6362
8979,6356
2802,6341
4034,6338
7384,6311
2665,6301
5472,6288
68,6282
7375,6268
9229,6264
7417,6264
7206,6264
7114,6264
6794,6264
6371,6264
6276,6264
6258,6264
6219,6264
5965,6264
5962,6264
5807,6264
5773,6264
5482,6264
5449,6264
5446,6264
4347,6264
4124,6264
3974,6264
3804,6264
3447,6264
3442,6264
3353,6264
3258,6264
3224,6264
3223,6264
2750,6264
2749,6264
2728,6264
2706,6264
2609,6264
2404,6264
2180,6264
1993,6264
1986,6264
1968,6264
1323,6264
1183,6264
1136,6264
729,6264
719,6264
170,6264
128,6264
11229,6263
8200,6263
6720,6263
5548,6263
7209,6262
4328,6262
30,6262
3326,6261
5594,6260
5422,6260
40,6260
3917,6258
2768,6258
4237,6248
7185,6226
1767,6190
1804,6180
1562,6171
499,6140
974,6115
3349,6085
6460,6077
5969,6043
1264,6013
1515,5968
2221,5955
1059,5939
5904,5927
5694,5927
3502,5842
2555,5842
5504,5816
238,5774
2429,5760
517,5758
1216,5741
1780,5658
734,5631
669,5548
2572,5501
1561,5470
1519,5401
5539,5379
2513,5346
3319,5312
1772,5310
591,5280
1520,5265
3369,5246
5686,5199
7376,5138
932,5128
2570,5116
3905,5099
4198,5086
2597,5070
481,5054
3374,4997
237,4939
6803,4861
8401,4837
2670,4827
5447,4743
3368,4739
2938,4736
5943,4727
3388,4716
1458,4696
721,4665
7253,4659
739,4617
1626,4561
1279,4538
3372,4484
119,4460
2623,4442
3863,4433
880,4427
3153,4364
3321,4332
708,4329
5951,4304
5535,4209
3453,4191
1246,4191
1628,4188
1726,4177
1509,4168
4072,4143
373,4136
1222,4129
2816,4031
4384,4020
2645,3994
2958,3940
6392,3924
4320,3888
1173,3819
1004,3813
537,3781
671,3776
4371,3768
3743,3752
6795,3744
1423,3724
253,3713
5514,3702
2387,3687
4357,3676
3384,3667
4348,3546
3381,3525
3676,3514
1529,3486
448,3463
8076,3435
5586,3414
4008,3407
1253,3389
491,3349
3849,3343
5473,3325
1212,3291
2256,3269
50,3247
3137,3244
1213,3222
71,3215
6775,3206
6190,3184
2647,3182
7532,3168
1016,3166
2656,3165
5531,3150
2134,3143
5411,3138
4327,3138
7187,3136
5412,3136
7368,3135
5510,3135
8240,3134
309,3134
6267,3133
1138,3133
10792,3132
9744,3132
9739,3132
8237,3132
7407,3132
7236,3132
7180,3132
7159,3132
7154,3132
7117,3132
7116,3132
7098,3132
7067,3132
7066,3132
6738,3132
6732,3132
6286,3132
6089,3132
5711,3132
5643,3132
5641,3132
5533,3132
5466,3132
3237,3132
3079,3132
3073,3132
3018,3132
2680,3132
2667,3132
2596,3132
2582,3132
2454,3132
1984,3132
1980,3132
1081,3132
1079,3132
1078,3132
1033,3132
438,3132
428,3132
45,3132
7111,3131
5968,3131
1981,3131
296,3131
1111,3130
7107,3127
4284,3127
1032,3127
6839,3126
5478,3125
3329,3124
5902,3117
5900,3117
607,3117
2993,3111
2554,3059
2244,3058
2952,3054
541,3050
1200,3046
2330,3039
1270,3033
1776,2976
1826,2969
2059,2955
1918,2944
180,2940
3397,2936
5474,2935
2848,2900
1901,2883
2372,2880
3566,2871
4368,2867
3972,2795
6344,2794
3712,2785
6355,2781
3243,2780
5952,2769
2543,2764
1198,2720
3007,2714
1965,2705
62,2705
2812,2703
3975,2698
3660,2676
1526,2671
628,2663
711,2655
3861,2646
3495,2628
1206,2573
547,2570
4319,2541
959,2527
1455,2516
3855,2512
3012,2496
1923,2467
4009,2463
6304,2456
4037,2452
3116,2437
1321,2435
2821,2432
11257,2417
347,2406
6477,2367
5487,2334
2136,2321
1470,2302
582,2285
746,2265
586,2256
3945,2222
1676,2210
3061,2208
797,2179
2227,2178
6375,2164
4033,2128
7453,2119
2057,2115
1625,2074
2967,2070
5934,2069
1415,2050
3020,2042
3857,2032
5780,2029
1209,2027
6309,2019
4162,1987
3722,1941
901,1902
2941,1901
1612,1898
2166,1889
1042,1888
3387,1884
1925,1870
2714,1866
1097,1863
2307,1859
2994,1841
634,1840
3514,1832
5741,1831
87,1823
5538,1814
6493,1804
2884,1785
881,1782
7078,1768
1792,1767
8826,1755
2914,1754
680,1738
2167,1736
3696,1727
1569,1725
6139,1722
6241,1721
5632,1705
2602,1699
6383,1690
2940,1666
4057,1659
6138,1634
2312,1612
2972,1609
3748,1579
1268,1558
6943,1547
3585,1542
3644,1539
645,1530
2278,1510
2618,1504
5479,1501
2604,1499
1479,1497
3042,1481
4192,1478
531,1468
2962,1450
3626,1419
2233,1390
610,1378
1948,1367
988,1351
2440,1342
1454,1341
6400,1312
1265,1306
1850,1294
1285,1285
8428,1281
1488,1273
3105,1268
1465,1255
4076,1240
2109,1235
4140,1234
4108,1234
3829,1232
1066,1224
1819,1223
1072,1208
2966,1204
3704,1167
3570,1140
3826,1127
647,1084
1759,1083
3880,1057
715,1050
2990,1043
21,1034
3457,1032
3135,1022
3578,1005
6743,996
1225,993
4274,980
133,975
3673,969
5534,965
3066,948
3967,941
709,930
4024,928
1456,913
6147,910
3875,899
523,895
6152,892
117,888
28,888
1058,876
3608,871
1558,861
2430,858
1075,854
1539,828
3681,827
3303,826
4149,823
4120,819
2925,798
2992,790
6411,772
6737,771
3610,764
6294,751
4214,737
2272,712
113,710
1243,700
4046,686
3392,684
1737,674
2324,660
1853,655
1251,644
4297,642
5811,640
2891,602
5665,601
6387,591
293,590
4380,579
3986,576
533,552
6343,551
1055,550
1461,543
6434,538
2753,534
6385,526
4359,522
6184,521
36,521
5697,495
7932,490
1464,482
1511,481
3793,475
6079,472
2974,471
4358,452
1563,450
1646,443
465,440
2581,436
1056,434
731,424
2304,416
4302,391
1191,383
3017,374
660,371
2901,362
691,354
1783,352
5997,348
3825,348
6105,345
3908,336
3057,321
906,318
6269,298
352,294
141,293
1064,291
1050,286
6156,284
5964,270
6354,266
1836,258
5730,247
3389,242
1359,238
5688,237
2562,228
4147,221
1196,215
1226,205
65,199
8414,188
3867,184
2332,182
7447,180
6390,172
6386,172
3811,172
2308,165
3015,158
460,157
3898,156
382,146
1745,142
5905,138
728,138
1322,131
4166,124
1905,121
5758,120
2347,120
1205,114
4,111
6395,105
3689,104
3,101
1910,99
348,94
6357,92
1330,91
2619,90
1480,90
6195,84
5897,82
5516,82
3454,81
4069,75
674,72
6142,69
1545,67
2001,64
2,64
1203,63
4141,62
6086,61
1903,59
6394,56
3174,56
1930,50
6367,48
3411,48
6348,47
3759,47
4309,46
2341,46
3943,42
2322,42
4007,40
2340,40
4377,39
1610,38
6143,36
1051,35
5544,34
5468,34
8407,32
5435,32
5910,30
3472,30
1990,30
1550,29
5423,28
32,28
6368,26
651,26
7364,24
6298,24
6140,24
3242,24
7097,22
1528,22
5430,20
3807,20
3652,19
1978,19
3377,18
2497,18
2501,17
4238,16
652,16
579,16
286,16
6351,15
4352,15
5547,14
2678,14
5434,13
8238,12
3997,12
3265,12
2522,12
6,12
1989,11
1450,11
5889,10
5687,10
5508,10
3916,10
1854,10
1814,10
1742,10
1505,10
662,10
6758,9
1469,9
6962,8
5918,8
1999,8
1144,8
410,8
5587,6
5566,6
4369,6
4364,6
4247,6
3914,6
3860,6
3267,6
3050,6
2756,6
236,6
7183,5
7108,5
6338,5
5580,5
5567,5
5425,5
4350,5
3726,5
1448,5
244,5
7898,4
6359,4
5645,4
5495,4
5492,4
4090,4
3617,4
2926,4
2772,4
1842,4
1816,4
1361,4
1117,4
75,4
5569,3
5419,3
4252,3
3417,3
216,3
7275,2
7201,2
7096,2
7083,2
7082,2
6191,2
5893,2
5532,2
5418,2
5409,2
4375,2
3896,2
3213,2
2868,2
2028,2
2000,2
1972,2
1971,2
1510,2
943,2
637,2
341,2
239,2
7177,1
6260,1
6237,1
5695,1
5432,1
4191,1
3008,1
1995,1
1991,1
1231,1
1202,1
11922,0
11498,0
11473,0
11436,0
11290,0
11230,0
10941,0
10940,0
10160,0
9905,0
9904,0
9898,0
9889,0
9888,0
9887,0
9849,0
9848,0
9846,0
9845,0
9844,0
9843,0
9829,0
9828,0
9826,0
9824,0
9774,0
9771,0
9768,0
9543,0
9386,0
9327,0
9311,0
9310,0
9273,0
9272,0
9107,0
9090,0
9045,0
9044,0
9043,0
9026,0
9025,0
8961,0
8949,0
8944,0
8924,0
8921,0
8914,0
8892,0
8876,0
8845,0
8832,0
8807,0
8782,0
8781,0
8775,0
8774,0
8740,0
8630,0
8628,0
8417,0
8381,0
8355,0
8314,0
8266,0
8258,0
8256,0
8247,0
8243,0
8242,0
8239,0
8235,0
8227,0
8223,0
8217,0
8209,0
8208,0
8199,0
8180,0
8082,0
8043,0
7987,0
7976,0
7962,0
7894,0
7863,0
7862,0
7821,0
7774,0
7669,0
7657,0
7634,0
7618,0
7617,0
7616,0
7584,0
7579,0
7577,0
7563,0
7558,0
7547,0
7546,0
7527,0
7519,0
7508,0
7506,0
7505,0
7504,0
7503,0
7490,0
7470,0
7459,0
7457,0
7456,0
7450,0
7424,0
7399,0
7398,0
7395,0
7394,0
7383,0
7382,0
7380,0
7373,0
7372,0
7367,0
7359,0
7355,0
7317,0
7313,0
7277,0
7266,0
7255,0
7242,0
7220,0
7214,0
7213,0
7208,0
7205,0
7203,0
7202,0
7199,0
7196,0
7195,0
7194,0
7191,0
7188,0
7186,0
7182,0
7181,0
7179,0
7178,0
7162,0
7160,0
7148,0
7146,0
7142,0
7122,0
7121,0
7115,0
7105,0
7095,0
7093,0
7092,0
7090,0
7081,0
7076,0
7074,0
7073,0
7071,0
7070,0
7068,0
7065,0
7064,0
7062,0
7059,0
7056,0
7054,0
7051,0
7018,0
7003,0
7001,0
6992,0
6989,0
6974,0
6972,0
6969,0
6963,0
6960,0
6959,0
6958,0
6957,0
6955,0
6949,0
6946,0
6945,0
6944,0
6940,0
6933,0
6926,0
6924,0
6916,0
6883,0
6881,0
6880,0
6837,0
6825,0
6814,0
6800,0
6793,0
6792,0
6790,0
6788,0
6784,0
6782,0
6781,0
6780,0
6779,0
6778,0
6777,0
6776,0
6773,0
6772,0
6771,0
6769,0
6768,0
6767,0
6765,0
6760,0
6757,0
6756,0
6755,0
6753,0
6752,0
6749,0
6748,0
6747,0
6744,0
6742,0
6741,0
6740,0
6739,0
6735,0
6734,0
6733,0
6731,0
6730,0
6729,0
6728,0
6725,0
6724,0
6723,0
6722,0
6719,0
6717,0
6716,0
6715,0
6714,0
6713,0
6712,0
6492,0
6485,0
6466,0
6456,0
6435,0
6433,0
6432,0
6430,0
6429,0
6427,0
6426,0
6414,0
6413,0
6412,0
6410,0
6409,0
6408,0
6407,0
6406,0
6404,0
6403,0
6402,0
6401,0
6399,0
6398,0
6397,0
6396,0
6393,0
6391,0
6388,0
6384,0
6382,0
6381,0
6380,0
6379,0
6378,0
6377,0
6376,0
6374,0
6373,0
6370,0
6365,0
6363,0
6361,0
6360,0
6358,0
6356,0
6353,0
6352,0
6350,0
6349,0
6346,0
6334,0
6329,0
6324,0
6320,0
6319,0
6318,0
6317,0
6316,0
6315,0
6314,0
6312,0
6311,0
6310,0
6307,0
6303,0
6302,0
6301,0
6300,0
6297,0
6295,0
6287,0
6285,0
6281,0
6278,0
6272,0
6271,0
6270,0
6268,0
6266,0
6265,0
6264,0
6256,0
6255,0
6253,0
6249,0
6245,0
6242,0
6238,0
6235,0
6225,0
6223,0
6222,0
6220,0
6218,0
6217,0
6216,0
6215,0
6209,0
6204,0
6198,0
6194,0
6193,0
6192,0
6189,0
6188,0
6187,0
6186,0
6185,0
6183,0
6182,0
6180,0
6179,0
6176,0
6174,0
6172,0
6169,0
6168,0
6166,0
6165,0
6164,0
6162,0
6160,0
6159,0
6157,0
6154,0
6153,0
6151,0
6150,0
6149,0
6148,0
6146,0
6141,0
6134,0
6133,0
6130,0
6125,0
6124,0
6122,0
6121,0
6119,0
6118,0
6114,0
6110,0
6109,0
6106,0
6103,0
6098,0
6095,0
6094,0
6093,0
6092,0
6090,0
6088,0
6085,0
6084,0
6083,0
6080,0
6073,0
6072,0
6069,0
6067,0
6066,0
6058,0
6056,0
6055,0
6054,0
6053,0
6052,0
6051,0
6047,0
6046,0
6045,0
6038,0
6037,0
6036,0
6034,0
6026,0
6025,0
6024,0
6023,0
6022,0
6021,0
6019,0
6018,0
6016,0
6013,0
6012,0
6008,0
6007,0
6006,0
6005,0
6003,0
6001,0
6000,0
5999,0
5998,0
5996,0
5994,0
5966,0
5963,0
5961,0
5960,0
5959,0
5954,0
5949,0
5942,0
5941,0
5940,0
5939,0
5937,0
5936,0
5935,0
5933,0
5932,0
5931,0
5930,0
5928,0
5927,0
5925,0
5924,0
5921,0
5920,0
5919,0
5917,0
5916,0
5915,0
5914,0
5912,0
5911,0
5909,0
5903,0
5901,0
5899,0
5898,0
5896,0
5895,0
5894,0
5892,0
5891,0
5890,0
5885,0
5883,0
5878,0
5877,0
5875,0
5874,0
5873,0
5869,0
5867,0
5865,0
5864,0
5862,0
5861,0
5859,0
5857,0
5848,0
5847,0
5844,0
5842,0
5837,0
5832,0
5810,0
5809,0
5802,0
5801,0
5800,0
5799,0
5798,0
5796,0
5794,0
5793,0
5787,0
5781,0
5779,0
5777,0
5776,0
5775,0
5774,0
5772,0
5771,0
5770,0
5769,0
5768,0
5767,0
5766,0
5765,0
5763,0
5762,0
5760,0
5759,0
5757,0
5756,0
5754,0
5753,0
5751,0
5750,0
5749,0
5748,0
5747,0
5746,0
5744,0
5742,0
5740,0
5739,0
5738,0
5737,0
5736,0
5735,0
5734,0
5733,0
5732,0
5731,0
5729,0
5728,0
5727,0
5726,0
5725,0
5724,0
5723,0
5722,0
5720,0
5719,0
5718,0
5716,0
5715,0
5714,0
5709,0
5703,0
5702,0
5701,0
5699,0
5696,0
5693,0
5692,0
5691,0
5680,0
5673,0
5672,0
5671,0
5670,0
5659,0
5652,0
5642,0
5637,0
5633,0
5630,0
5613,0
5612,0
5604,0
5599,0
5597,0
5596,0
5595,0
5593,0
5591,0
5588,0
5585,0
5584,0
5581,0
5577,0
5575,0
5574,0
5572,0
5571,0
5568,0
5564,0
5563,0
5557,0
5556,0
5555,0
5554,0
5553,0
5552,0
5550,0
5546,0
5545,0
5526,0
5524,0
5523,0
5522,0
5512,0
5511,0
5509,0
5502,0
5501,0
5500,0
5498,0
5497,0
5489,0
5488,0
5480,0
5471,0
5470,0
5469,0
5467,0
5465,0
5464,0
5463,0
5461,0
5457,0
5445,0
5444,0
5443,0
5440,0
5439,0
5438,0
5437,0
5436,0
5433,0
5431,0
5429,0
5428,0
5424,0
5421,0
5420,0
5417,0
5416,0
5415,0
5414,0
5410,0
5407,0
5404,0
4388,0
4386,0
4373,0
4365,0
4363,0
4356,0
4355,0
4354,0
4353,0
4349,0
4344,0
4341,0
4339,0
4338,0
4335,0
4326,0
4322,0
4318,0
4315,0
4314,0
4312,0
4308,0
4306,0
4305,0
4301,0
4300,0
4296,0
4292,0
4291,0
4287,0
4286,0
4285,0
4279,0
4278,0
4276,0
4273,0
4271,0
4263,0
4261,0
4256,0
4255,0
4250,0
4249,0
4244,0
4239,0
4235,0
4219,0
4218,0
4217,0
4216,0
4215,0
4209,0
4204,0
4203,0
4202,0
4201,0
4200,0
4199,0
4197,0
4196,0
4195,0
4194,0
4193,0
4190,0
4189,0
4188,0
4183,0
4169,0
4160,0
4159,0
4158,0
4157,0
4156,0
4155,0
4154,0
4153,0
4148,0
4145,0
4143,0
4142,0
4135,0
4133,0
4132,0
4131,0
4129,0
4128,0
4127,0
4117,0
4116,0
4115,0
4114,0
4113,0
4112,0
4110,0
4109,0
4106,0
4103,0
4101,0
4100,0
4099,0
4098,0
4095,0
4093,0
4089,0
4088,0
4087,0
4086,0
4083,0
4081,0
4077,0
4067,0
4064,0
4063,0
4062,0
4061,0
4058,0
4054,0
4052,0
4051,0
4050,0
4049,0
4048,0
4047,0
4045,0
4044,0
4043,0
4042,0
4041,0
4040,0
4039,0
4038,0
4030,0
4028,0
4027,0
4026,0
4025,0
4023,0
4022,0
4020,0
4018,0
4017,0
4016,0
4015,0
4014,0
4013,0
4012,0
4011,0
4010,0
4006,0
4000,0
3994,0
3990,0
3987,0
3984,0
3979,0
3978,0
3976,0
3971,0
3965,0
3958,0
3956,0
3950,0
3949,0
3948,0
3947,0
3946,0
3944,0
3939,0
3938,0
3937,0
3936,0
3933,0
3932,0
3929,0
3927,0
3924,0
3913,0
3911,0
3906,0
3904,0
3901,0
3894,0
3890,0
3886,0
3881,0
3879,0
3873,0
3872,0
3865,0
3862,0
3859,0
3856,0
3852,0
3851,0
3848,0
3846,0
3845,0
3843,0
3840,0
3839,0
3838,0
3824,0
3820,0
3819,0
3816,0
3806,0
3805,0
3796,0
3790,0
3784,0
3782,0
3777,0
3775,0
3771,0
3770,0
3754,0
3753,0
3749,0
3745,0
3744,0
3739,0
3738,0
3736,0
3734,0
3732,0
3730,0
3729,0
3724,0
3719,0
3718,0
3717,0
3715,0
3713,0
3711,0
3710,0
3708,0
3705,0
3701,0
3700,0
3698,0
3694,0
3691,0
3687,0
3685,0
3680,0
3675,0
3674,0
3671,0
3665,0
3664,0
3661,0
3659,0
3658,0
3653,0
3650,0
3642,0
3641,0
3636,0
3630,0
3628,0
3627,0
3624,0
3622,0
3613,0
3612,0
3611,0
3609,0
3604,0
3602,0
3598,0
3597,0
3596,0
3591,0
3584,0
3582,0
3580,0
3564,0
3561,0
3560,0
3559,0
3558,0
3546,0
3545,0
3544,0
3543,0
3542,0
3535,0
3528,0
3527,0
3524,0
3513,0
3504,0
3498,0
3497,0
3493,0
3491,0
3467,0
3465,0
3463,0
3461,0
3460,0
3459,0
3446,0
3445,0
3437,0
3429,0
3428,0
3426,0
3415,0
3414,0
3409,0
3402,0
3398,0
3396,0
3363,0
3362,0
3359,0
3358,0
3356,0
3355,0
3348,0
3347,0
3346,0
3345,0
3336,0
3334,0
3333,0
3332,0
3331,0
3328,0
3325,0
3318,0
3310,0
3307,0
3305,0
3302,0
3300,0
3299,0
3298,0
3296,0
3294,0
3288,0
3287,0
3270,0
3268,0
3264,0
3262,0
3259,0
3254,0
3253,0
3251,0
3249,0
3247,0
3246,0
3245,0
3241,0
3236,0
3235,0
3232,0
3217,0
3215,0
3209,0
3204,0
3201,0
3186,0
3184,0
3183,0
3182,0
3181,0
3180,0
3173,0
3170,0
3164,0
3163,0
3161,0
3152,0
3146,0
3143,0
3142,0
3134,0
3130,0
3129,0
3127,0
3122,0
3118,0
3104,0
3103,0
3101,0
3100,0
3098,0
3097,0
3094,0
3092,0
3089,0
3085,0
3080,0
3074,0
3072,0
3071,0
3069,0
3068,0
3063,0
3055,0
3040,0
3039,0
3038,0
3034,0
3030,0
3023,0
3022,0
3019,0
3010,0
3009,0
3003,0
3002,0
3001,0
3000,0
2999,0
2996,0
2991,0
2987,0
2981,0
2980,0
2973,0
2969,0
2968,0
2963,0
2961,0
2957,0
2956,0
2955,0
2949,0
2942,0
2936,0
2932,0
2931,0
2930,0
2920,0
2918,0
2917,0
2916,0
2913,0
2911,0
2903,0
2900,0
2898,0
2896,0
2889,0
2888,0
2885,0
2879,0
2870,0
2864,0
2861,0
2860,0
2858,0
2854,0
2853,0
2852,0
2849,0
2846,0
2844,0
2835,0
2833,0
2830,0
2824,0
2822,0
2809,0
2808,0
2807,0
2806,0
2804,0
2796,0
2792,0
2788,0
2787,0
2786,0
2785,0
2781,0
2767,0
2764,0
2761,0
2755,0
2752,0
2751,0
2748,0
2747,0
2746,0
2743,0
2742,0
2741,0
2738,0
2734,0
2733,0
2732,0
2731,0
2726,0
2725,0
2724,0
2722,0
2719,0
2718,0
2717,0
2716,0
2713,0
2712,0
2711,0
2710,0
2708,0
2705,0
2690,0
2683,0
2672,0
2671,0
2664,0
2662,0
2658,0
2642,0
2641,0
2637,0
2635,0
2632,0
2631,0
2630,0
2629,0
2628,0
2622,0
2615,0
2603,0
2595,0
2591,0
2590,0
2587,0
2577,0
2576,0
2575,0
2569,0
2568,0
2566,0
2556,0
2550,0
2549,0
2547,0
2544,0
2541,0
2539,0
2535,0
2533,0
2525,0
2524,0
2521,0
2518,0
2517,0
2512,0
2508,0
2495,0
2492,0
2491,0
2488,0
2477,0
2476,0
2474,0
2471,0
2470,0
2469,0
2467,0
2461,0
2460,0
2458,0
2456,0
2455,0
2441,0
2439,0
2426,0
2425,0
2423,0
2422,0
2409,0
2402,0
